txn_id,property_id,sale_price,sale_date,price_per_sqft,transaction_type,sale_year,sale_month,sale_quarter
2431,976,102915526.35,2020-02-09,24062.55,Sale,2020,2,1
2432,977,17020965.29,2021-01-29,12598.79,Sale,2021,1,1
2433,977,15969427.95,2021-12-25,11820.45,Sale,2021,12,4
2434,977,16190640.69,2023-08-29,11984.19,Resale,2023,8,3
2435,977,14464535.54,2020-01-27,10706.54,Resale,2020,1,1
2436,978,6495810.88,2023-03-28,8825.83,Resale,2023,3,1
2437,978,6094624.64,2023-12-03,8280.74,Sale,2023,12,4
2438,978,5371195.52,2021-10-10,7297.82,Resale,2021,10,4
2439,979,14960406.96,2020-09-25,11437.62,Sale,2020,9,3
2440,980,13376052.12,2024-06-13,10336.98,Resale,2024,6,2
2441,981,2323012.72,2021-05-27,9038.96,Resale,2021,5,2
2442,981,2099869.9,2023-08-18,8170.7,Resale,2023,8,3
2443,981,1744785.85,2022-05-07,6789.05,Sale,2022,5,2
2444,982,5730599.28,2018-03-03,6541.78,Resale,2018,3,1
2445,982,7135151.4,2023-10-01,8145.15,Resale,2023,10,4
2446,982,6050899.92,2019-04-17,6907.42,Resale,2019,4,2
2447,983,4834201.68,2023-09-22,7847.73,Sale,2023,9,3
2448,984,71090982.9,2021-03-26,9812.42,Resale,2021,3,1
2449,984,74098527.3,2021-04-04,10227.54,Sale,2021,4,2
2450,984,72461954.25,2020-08-30,10001.65,Resale,2020,8,3
2451,985,44128055.48,2022-12-23,9475.64,Resale,2022,12,4
2452,986,59279176.8,2021-11-20,8017.2,Resale,2021,11,4
2453,986,60236847.68,2020-05-11,8146.72,Resale,2020,5,2
2454,986,61129673.18,2021-09-24,8267.47,Sale,2021,9,3
2455,987,3905194.93,2023-09-11,9690.31,Sale,2023,9,3
2456,988,33155263.54,2023-01-04,23531.06,Resale,2023,1,1
2457,988,27604254.42,2021-09-12,19591.38,Resale,2021,9,3
2458,989,52286778.3,2023-01-26,7518.95,Resale,2023,1,1
2459,989,60243684.18,2023-07-13,8663.17,Resale,2023,7,3
2460,989,64613855.94,2022-03-05,9291.61,Sale,2022,3,1
2461,989,54508164.06,2022-02-24,7838.39,Resale,2022,2,1
2462,990,7036240.95,2019-06-01,6310.53,Sale,2019,6,2
2463,991,52666356.93,2019-08-31,7191.91,Resale,2019,8,3
2464,991,53544604.32,2020-10-14,7311.84,Resale,2020,10,4
2465,991,61305666.18,2023-04-09,8371.66,Sale,2023,4,2
2466,991,42380983.74,2018-03-11,5787.38,Resale,2018,3,1
2467,992,15040145.27,2021-03-13,10308.53,Resale,2021,3,1
2468,993,9290897.78,2021-03-10,7887.01,Resale,2021,3,1
2469,993,9061552.96,2024-05-20,7692.32,Resale,2024,5,2
2470,993,8904926.08,2023-03-07,7559.36,Resale,2023,3,1
2471,994,8407902.5,2022-11-23,7692.5,Resale,2022,11,4
2472,995,15665377.77,2020-03-19,6535.41,Resale,2020,3,1
2473,995,18420130.02,2022-09-24,7684.66,Resale,2022,9,3
2474,996,10916451.81,2019-09-23,7243.83,Resale,2019,9,3
2475,997,11826147.22,2020-06-24,6577.39,Resale,2020,6,2
2476,997,12378259.08,2018-05-03,6884.46,Sale,2018,5,2
2477,997,14980594.38,2023-01-19,8331.81,Resale,2023,1,1
2478,998,9715596.88,2020-12-15,6468.44,Sale,2020,12,4
2479,998,12654109.68,2022-03-19,8424.84,Resale,2022,3,1
2480,998,9553831.48,2019-05-23,6360.74,Sale,2019,5,2
2481,998,9765087.78,2019-09-19,6501.39,Resale,2019,9,3
2482,999,28775667.2,2023-06-01,13522.4,Resale,2023,6,2
2483,999,21126486.08,2022-01-16,9927.86,Sale,2022,1,1
2484,1000,48189295.47,2021-03-05,9111.23,Resale,2021,3,1
2485,1001,27451759.02,2020-04-07,19318.62,Resale,2020,4,2
2486,1002,33770458.83,2023-07-27,20209.73,Sale,2023,7,3
2487,1003,18760692.69,2021-10-20,7710.93,Resale,2021,10,4
2488,1004,7745198.1,2021-10-09,8328.17,Sale,2021,10,4
2489,1004,8838217.8,2021-04-01,9503.46,Resale,2021,4,2
2490,1004,8418174.0,2021-12-27,9051.8,Resale,2021,12,4
2491,1005,2457786.17,2022-11-18,8746.57,Sale,2022,11,4
2492,1005,2400262.66,2019-05-19,8541.86,Resale,2019,5,2
2493,1005,2071279.1,2024-04-05,7371.1,Sale,2024,4,2
2494,1006,2863934.7,2022-03-08,8301.26,Resale,2022,3,1
2495,1006,2884120.65,2022-08-26,8359.77,Resale,2022,8,3
2496,1007,14874403.05,2024-04-14,25426.33,Resale,2024,4,2
2497,1008,19740729.6,2021-05-20,17136.05,Sale,2021,5,2
2498,1009,9933265.75,2023-08-22,10272.25,Resale,2023,8,3
2499,1010,16340316.65,2021-04-18,20815.69,Sale,2021,4,2
2500,1011,10691727.02,2023-04-25,13265.17,Sale,2023,4,2
2501,1012,15217298.18,2021-09-12,10158.41,Resale,2021,9,3
2502,1012,13123903.1,2024-04-09,8760.95,Resale,2024,4,2
2503,1012,9368057.58,2019-10-12,6253.71,Sale,2019,10,4
2504,1013,52040763.62,2020-08-06,8607.47,Sale,2020,8,3
2505,1013,68943323.98,2022-05-21,11403.13,Resale,2022,5,2
2506,1013,47943752.18,2018-07-09,7929.83,Sale,2018,7,3
2507,1013,38519972.9,2018-10-08,6371.15,Resale,2018,10,4
2508,1014,24253130.24,2023-11-15,12224.36,Resale,2023,11,4
2509,1015,109029610.04,2018-12-27,19483.49,Sale,2018,12,4
2510,1016,39594643.2,2022-03-03,7856.08,Sale,2022,3,1
2511,1016,43469042.4,2018-11-17,8624.81,Sale,2018,11,4
2512,1016,33492614.4,2019-03-19,6645.36,Resale,2019,3,1
2513,1017,25569684.8,2019-12-11,6376.48,Sale,2019,12,4
2514,1017,30037987.7,2019-10-25,7490.77,Resale,2019,10,4
2515,1018,12534427.68,2018-07-18,6979.08,Sale,2018,7,3
2516,1018,14143176.72,2020-02-17,7874.82,Sale,2020,2,1
2517,1018,14146014.4,2020-06-08,7876.4,Resale,2020,6,2
2518,1019,193346704.48,2023-08-10,26529.46,Sale,2023,8,3
2519,1019,105944417.04,2020-01-28,14536.83,Sale,2020,1,1
2520,1020,6507564.83,2024-02-04,9845.03,Resale,2024,2,1
2521,1020,5805629.1,2023-10-26,8783.1,Sale,2023,10,4
2522,1021,2883896.55,2024-04-11,8660.35,Sale,2024,4,2
2523,1022,12715370.31,2021-03-06,6974.97,Resale,2021,3,1
2524,1022,10529593.31,2023-10-30,5775.97,Sale,2023,10,4
2525,1022,13285604.71,2022-08-16,7287.77,Resale,2022,8,3
2526,1023,20260234.68,2022-07-14,25776.38,Sale,2022,7,3
2527,1023,18361541.64,2021-01-23,23360.74,Sale,2021,1,1
2528,1023,13823083.32,2018-02-02,17586.62,Sale,2018,2,1
2529,1023,13867390.14,2021-05-09,17642.99,Sale,2021,5,2
2530,1024,18364471.86,2021-04-19,11667.39,Sale,2021,4,2
2531,1024,20326872.1,2022-07-16,12914.15,Resale,2022,7,3
2532,1025,60933262.33,2023-05-24,13152.01,Resale,2023,5,2
2533,1025,39060823.0,2019-09-02,8431.0,Resale,2019,9,3
2534,1025,44095967.4,2021-06-11,9517.8,Resale,2021,6,2
2535,1026,6512731.61,2020-11-21,12082.99,Resale,2020,11,4
2536,1027,3027547.38,2019-11-13,5890.17,Resale,2019,11,4
2537,1027,4380580.42,2022-11-14,8522.53,Resale,2022,11,4
2538,1028,11908572.64,2022-12-17,6828.31,Resale,2022,12,4
2539,1028,15298472.64,2023-10-24,8772.06,Sale,2023,10,4
2540,1029,3666694.41,2022-12-23,11943.63,Resale,2022,12,4
2541,1029,3248615.67,2021-01-21,10581.81,Sale,2021,1,1
2542,1029,3465317.76,2021-06-28,11287.68,Resale,2021,6,2
2543,1029,3063371.87,2023-11-27,9978.41,Resale,2023,11,4
2544,1030,28304200.11,2021-06-07,6915.27,Resale,2021,6,2
2545,1031,14363978.28,2020-06-08,8293.29,Resale,2020,6,2
2546,1031,14714431.16,2020-10-18,8495.63,Sale,2020,10,4
2547,1031,14683688.16,2021-09-01,8477.88,Resale,2021,9,3
2548,1031,16742308.72,2022-11-26,9666.46,Resale,2022,11,4
2549,1032,88794398.94,2019-08-14,15285.66,Sale,2019,8,3
2550,1032,116480615.75,2021-02-17,20051.75,Sale,2021,2,1
2551,1032,135077954.98,2019-09-18,23253.22,Resale,2019,9,3
2552,1033,4009189.5,2024-03-25,10201.5,Resale,2024,3,1
2553,1034,35425281.5,2022-05-11,24017.14,Resale,2022,5,2
2554,1034,32308208.25,2022-09-10,21903.87,Sale,2022,9,3
2555,1034,31637732.25,2019-05-14,21449.31,Sale,2019,5,2
2556,1035,2630550.09,2024-06-19,9295.23,Sale,2024,6,2
2557,1035,1685083.88,2020-09-22,5954.36,Sale,2020,9,3
2558,1036,46820865.9,2022-04-21,9023.1,Resale,2022,4,2
2559,1036,32036678.44,2019-07-17,6173.96,Sale,2019,7,3
2560,1036,36803293.84,2018-08-03,7092.56,Sale,2018,8,3
2561,1037,77889317.52,2020-05-01,16250.64,Sale,2020,5,2
2563,1037,83428012.46,2018-08-07,17406.22,Resale,2018,8,3
2564,1037,74789157.19,2018-09-21,15603.83,Sale,2018,9,3
2565,1038,59121598.3,2023-07-08,8348.15,Resale,2023,7,3
2566,1038,61841157.12,2023-11-04,8732.16,Resale,2023,11,4
2567,1038,64401583.4,2023-07-24,9093.7,Sale,2023,7,3
2568,1038,57415473.68,2018-07-30,8107.24,Resale,2018,7,3
2569,1039,9145823.94,2021-09-04,8329.53,Resale,2021,9,3
2570,1039,6706792.62,2021-08-26,6108.19,Resale,2021,8,3
2571,1039,8124211.8,2022-06-24,7399.1,Resale,2022,6,2
2572,1040,3047703.94,2023-08-20,11246.14,Resale,2023,8,3
2573,1040,2434561.02,2024-04-19,8983.62,Sale,2024,4,2
2574,1040,1962479.02,2018-08-10,7241.62,Resale,2018,8,3
2575,1040,2001660.2,2021-10-13,7386.2,Sale,2021,10,4
2576,1041,14309723.25,2022-06-09,19629.25,Resale,2022,6,2
2577,1041,15331547.97,2022-10-05,21030.93,Resale,2022,10,4
2578,1042,32159076.95,2020-12-17,20470.45,Sale,2020,12,4
2579,1042,33128148.3,2022-08-24,21087.3,Sale,2022,8,3
2580,1042,36875328.92,2019-11-10,23472.52,Resale,2019,11,4
2581,1043,191502268.95,2022-02-14,20669.43,Resale,2022,2,1
2582,1044,14165748.63,2020-11-11,8804.07,Resale,2020,11,4
2583,1045,11731654.88,2020-03-01,8600.92,Resale,2020,3,1
2584,1045,11889756.12,2020-11-03,8716.83,Sale,2020,11,4
2585,1045,9582345.52,2018-06-23,7025.18,Sale,2018,6,2
2586,1046,71017735.96,2019-09-11,17701.33,Sale,2019,9,3
2587,1046,72468555.4,2023-09-21,18062.95,Resale,2023,9,3
2588,1046,102665394.96,2022-12-20,25589.58,Resale,2022,12,4
2589,1047,152221068.5,2019-02-13,21068.66,Resale,2019,2,1
2590,1047,130576196.75,2019-07-17,18072.83,Sale,2019,7,3
2591,1047,146697267.0,2020-10-19,20304.12,Resale,2020,10,4
2592,1047,126512495.5,2018-12-06,17510.38,Sale,2018,12,4
2593,1048,8317921.22,2018-03-30,8368.13,Resale,2018,3,1
2594,1048,7553306.6,2022-08-02,7598.9,Resale,2022,8,3
2595,1048,6826692.6,2019-02-19,6867.9,Sale,2019,2,1
2596,1049,27823999.77,2021-07-20,7010.33,Resale,2021,7,3
2597,1049,26758720.17,2018-07-23,6741.93,Sale,2018,7,3
2598,1050,22325369.0,2020-02-08,20295.79,Sale,2020,2,1
2599,1050,22708400.0,2020-02-01,20644.0,Resale,2020,2,1
2600,1050,21957518.0,2022-09-30,19961.38,Resale,2022,9,3
2601,1051,15773489.19,2020-02-02,8577.21,Resale,2020,2,1
2602,1051,11302199.76,2018-07-15,6145.84,Resale,2018,7,3
2603,1052,20027210.89,2020-04-28,11516.51,Sale,2020,4,2
2604,1052,29303419.47,2024-02-23,16850.73,Sale,2024,2,1
2605,1053,6363903.91,2022-07-06,9990.43,Sale,2022,7,3
2606,1054,114547396.84,2023-07-05,24361.42,Sale,2023,7,3
2607,1055,28590727.28,2022-01-29,10983.76,Sale,2022,1,1
2608,1056,19017501.65,2018-11-30,11193.35,Resale,2018,11,4
2609,1056,17435698.67,2021-12-02,10262.33,Resale,2021,12,4
2610,1057,14872006.7,2022-07-23,11493.05,Resale,2022,7,3
2611,1057,11963055.88,2018-03-27,9245.02,Resale,2018,3,1
2612,1057,12196027.64,2019-06-28,9425.06,Resale,2019,6,2
2613,1058,19579993.42,2020-01-09,10993.82,Resale,2020,1,1
2614,1059,5702401.6,2019-01-27,7503.16,Sale,2019,1,1
2615,1059,6640583.6,2021-04-02,8737.61,Sale,2021,4,2
2616,1059,6438507.2,2021-07-20,8471.72,Sale,2021,7,3
2617,1059,4934064.4,2018-07-03,6492.19,Resale,2018,7,3
2618,1060,17101815.18,2023-06-06,8806.29,Resale,2023,6,2
2619,1061,19425697.65,2019-05-21,10175.85,Sale,2019,5,2
2620,1061,18317752.23,2018-06-14,9595.47,Resale,2018,6,2
2621,1061,19747860.49,2018-11-11,10344.61,Sale,2018,11,4
2622,1062,52601424.12,2019-07-28,9075.47,Sale,2019,7,3
2623,1062,47163501.0,2022-07-03,8137.25,Resale,2022,7,3
2624,1063,60941746.36,2021-10-21,10791.88,Sale,2021,10,4
2625,1063,64536513.62,2023-02-27,11428.46,Sale,2023,2,1
2626,1063,52002375.95,2021-03-03,9208.85,Resale,2021,3,1
2627,1064,101190753.87,2019-09-27,20372.61,Sale,2019,9,3
2628,1064,115346405.85,2021-03-06,23222.55,Sale,2021,3,1
2629,1065,9977235.02,2019-06-02,5999.54,Resale,2019,6,2
2630,1066,9829177.21,2020-10-16,9627.01,Sale,2020,10,4
2631,1066,9708648.16,2020-01-06,9508.96,Resale,2020,1,1
2632,1066,9331858.32,2022-10-07,9139.92,Resale,2022,10,4
2633,1067,25355952.37,2022-06-19,22222.57,Sale,2022,6,2
2634,1067,18778406.85,2019-12-20,16457.85,Sale,2019,12,4
2635,1067,23441434.24,2020-04-04,20544.64,Resale,2020,4,2
2636,1068,16036410.72,2022-08-23,23040.82,Resale,2022,8,3
2637,1069,8414952.03,2023-09-21,8848.53,Sale,2023,9,3
2638,1069,8070994.35,2022-09-11,8486.85,Sale,2022,9,3
2639,1069,8195175.93,2020-10-23,8617.43,Resale,2020,10,4
2640,1070,6343959.52,2021-09-20,6925.72,Resale,2021,9,3
2641,1070,5736807.24,2019-09-06,6262.89,Resale,2019,9,3
2642,1070,8348735.44,2023-02-15,9114.34,Sale,2023,2,1
2643,1071,12523895.6,2020-09-18,7164.7,Resale,2020,9,3
2644,1072,10614880.72,2018-08-24,7945.27,Sale,2018,8,3
2645,1072,12977048.96,2023-02-06,9713.36,Resale,2023,2,1
2646,1072,12194861.04,2019-04-07,9127.89,Sale,2019,4,2
2647,1072,9249502.08,2018-02-01,6923.28,Resale,2018,2,1
2648,1073,9071400.28,2024-03-02,7826.92,Resale,2024,3,1
2649,1073,8444659.44,2018-06-20,7286.16,Resale,2018,6,2
2650,1073,10938781.08,2024-06-29,9438.12,Sale,2024,6,2
2651,1073,10187355.02,2021-07-31,8789.78,Resale,2021,7,3
2652,1074,11882203.26,2018-10-18,9715.62,Sale,2018,10,4
2653,1075,4607302.07,2023-11-11,8516.27,Sale,2023,11,4
2654,1076,17471428.64,2023-02-02,10283.36,Sale,2023,2,1
2655,1076,16825995.53,2020-01-09,9903.47,Sale,2020,1,1
2656,1076,13542915.89,2022-02-03,7971.11,Sale,2022,2,1
2657,1076,20997057.52,2024-06-10,12358.48,Sale,2024,6,2
2658,1077,13481952.75,2018-03-10,8559.97,Resale,2018,3,1
2659,1077,18456039.0,2021-01-21,11718.12,Resale,2021,1,1
2660,1078,9432872.16,2018-12-02,13710.57,Resale,2018,12,4
2661,1078,14624244.96,2021-09-17,21256.17,Resale,2021,9,3
2662,1078,14726392.32,2018-08-18,21404.64,Resale,2018,8,3
2663,1079,2683680.23,2020-02-11,7870.03,Sale,2020,2,1
2664,1079,2625979.62,2019-03-20,7700.82,Sale,2019,3,1
2665,1079,2306861.59,2018-05-12,6764.99,Sale,2018,5,2
2666,1080,5147927.75,2019-12-25,15275.75,Resale,2019,12,4
2667,1080,6929687.19,2020-12-21,20562.87,Resale,2020,12,4
2668,1080,8272352.48,2023-12-05,24547.04,Resale,2023,12,4
2669,1081,10820416.25,2019-03-29,6459.95,Sale,2019,3,1
2670,1081,12239761.0,2019-08-08,7307.32,Sale,2019,8,3
2672,1082,10624087.5,2021-08-15,7362.5,Resale,2021,8,3
2673,1083,24014647.28,2021-07-18,7827.46,Sale,2021,7,3
2674,1084,9729720.0,2020-06-25,8505.0,Sale,2020,6,2
2675,1085,89442662.4,2022-05-22,10352.16,Resale,2022,5,2
2676,1085,84307478.4,2020-10-12,9757.81,Sale,2020,10,4
2677,1085,95505696.0,2022-09-03,11053.9,Sale,2022,9,3
2678,1086,7350132.35,2018-01-27,6039.55,Resale,2018,1,1
2679,1086,11171901.79,2023-05-29,9179.87,Resale,2023,5,2
2680,1087,4003740.0,2020-03-03,7670.0,Resale,2020,3,1
2681,1087,5338755.0,2018-08-05,10227.5,Sale,2018,8,3
2682,1087,6380171.1,2024-06-24,12222.55,Resale,2024,6,2
2683,1088,27948255.39,2022-07-20,25806.33,Resale,2022,7,3
2684,1089,38892891.51,2023-01-21,7842.89,Resale,2023,1,1
2685,1089,31583226.33,2018-05-16,6368.87,Sale,2018,5,2
2686,1090,13322270.8,2023-03-10,22580.12,Sale,2023,3,1
2687,1091,19744983.36,2022-12-11,23675.04,Sale,2022,12,4
2688,1091,14853064.62,2019-04-01,17809.43,Sale,2019,4,2
2689,1091,18955243.74,2021-10-28,22728.11,Sale,2021,10,4
2690,1092,112410759.23,2020-05-19,11266.99,Resale,2020,5,2
2691,1092,102787443.88,2019-01-15,10302.44,Resale,2019,1,1
2692,1093,15682040.4,2022-04-09,11298.3,Sale,2022,4,2
2693,1093,16425911.24,2023-02-03,11834.23,Resale,2023,2,1
2694,1093,14347297.96,2022-12-26,10336.67,Resale,2022,12,4
2695,1094,65576991.21,2021-12-23,7619.03,Sale,2021,12,4
2696,1095,17611451.28,2020-08-27,17682.18,Sale,2020,8,3
2697,1095,16239760.08,2018-05-06,16304.98,Sale,2018,5,2
2698,1095,19034585.88,2018-08-23,19111.03,Resale,2018,8,3
2699,1095,20995899.12,2022-01-27,21080.22,Sale,2022,1,1
2700,1096,77845045.11,2024-02-24,8677.41,Sale,2024,2,1
2701,1096,74124143.44,2020-10-10,8262.64,Sale,2020,10,4
2702,1096,85357719.35,2023-06-23,9514.85,Sale,2023,6,2
2703,1096,75856443.54,2022-03-20,8455.74,Resale,2022,3,1
2704,1097,10500910.2,2018-04-25,8839.15,Resale,2018,4,2
2705,1097,13246295.04,2021-05-13,11150.08,Sale,2021,5,2
2706,1097,14799664.44,2022-04-29,12457.63,Resale,2022,4,2
2707,1097,12920996.88,2021-04-27,10876.26,Resale,2021,4,2
2708,1098,6270499.43,2021-09-30,9100.87,Sale,2021,9,3
2709,1098,7484923.94,2022-02-18,10863.46,Resale,2022,2,1
2710,1099,12619560.24,2023-07-31,11128.36,Resale,2023,7,3
2711,1100,49771365.75,2018-01-28,15725.55,Resale,2018,1,1
2712,1100,74863833.9,2022-05-25,23653.66,Sale,2022,5,2
2713,1100,60899917.2,2018-02-20,19241.68,Resale,2018,2,1
2714,1101,51805945.8,2022-10-09,9436.42,Sale,2022,10,4
2715,1101,37923547.5,2020-01-17,6907.75,Resale,2020,1,1
2716,1101,41505443.1,2019-03-30,7560.19,Sale,2019,3,1
2717,1102,5623762.92,2018-04-17,6994.73,Sale,2018,4,2
2718,1102,7236152.76,2022-04-18,9000.19,Sale,2022,4,2
2719,1102,6058550.04,2019-05-12,7535.51,Resale,2019,5,2
2720,1102,7305385.2,2023-10-01,9086.3,Sale,2023,10,4
2721,1103,2686521.6,2018-04-19,6396.48,Sale,2018,4,2
2722,1104,73406808.0,2018-01-14,20390.78,Sale,2018,1,1
2723,1104,68556276.0,2021-02-14,19043.41,Sale,2021,2,1
2724,1104,86296644.0,2024-03-26,23971.29,Sale,2024,3,1
2725,1104,95171364.0,2023-03-30,26436.49,Sale,2023,3,1
2726,1105,2250473.28,2020-03-15,7076.96,Sale,2020,3,1
2727,1106,66917509.82,2022-07-22,20284.18,Sale,2022,7,3
2728,1106,83995542.09,2023-12-01,25460.91,Sale,2023,12,4
2729,1106,58097798.27,2021-11-12,17610.73,Resale,2021,11,4
2730,1106,83316409.95,2023-03-20,25255.05,Resale,2023,3,1
2731,1107,21578503.43,2018-07-23,6118.09,Sale,2018,7,3
2732,1107,28383038.72,2021-02-10,8047.36,Resale,2021,2,1
2733,1107,20741228.9,2019-07-04,5880.7,Resale,2019,7,3
2734,1107,34041440.09,2023-09-06,9651.67,Sale,2023,9,3
2735,1108,10023820.94,2019-03-07,6336.17,Resale,2019,3,1
2736,1109,13879046.81,2022-07-02,9435.11,Resale,2022,7,3
2737,1109,10967246.44,2022-11-13,7455.64,Sale,2022,11,4
2738,1109,16290824.86,2023-07-04,11074.66,Resale,2023,7,3
2739,1109,11433847.64,2020-04-08,7772.84,Resale,2020,4,2
2740,1110,55306107.63,2022-05-18,10712.01,Sale,2022,5,2
2741,1110,34544910.18,2019-11-17,6690.86,Sale,2019,11,4
2742,1110,34221241.71,2018-06-01,6628.17,Resale,2018,6,2
2743,1111,7561640.95,2020-04-18,11544.49,Resale,2020,4,2
2744,1112,6157539.19,2020-09-10,8354.87,Resale,2020,9,3
2745,1112,7170162.45,2021-03-02,9728.85,Sale,2021,3,1
2746,1112,8291928.04,2021-12-11,11250.92,Sale,2021,12,4
2747,1112,5822093.64,2018-07-19,7899.72,Resale,2018,7,3
2748,1113,17622706.08,2019-03-10,7321.44,Resale,2019,3,1
2749,1113,20755055.53,2023-03-28,8622.79,Resale,2023,3,1
2750,1113,16644790.12,2023-11-21,6915.16,Resale,2023,11,4
2751,1114,9206123.52,2020-02-14,8125.44,Resale,2020,2,1
2752,1114,8498417.73,2024-01-27,7500.81,Sale,2024,1,1
2753,1114,10942706.61,2024-03-06,9658.17,Sale,2024,3,1
2754,1114,7926717.26,2019-04-08,6996.22,Resale,2019,4,2
2755,1115,3482545.0,2020-12-09,6882.5,Resale,2020,12,4
2756,1115,3366210.54,2021-03-01,6652.59,Resale,2021,3,1
2757,1115,4444643.28,2023-01-22,8783.88,Sale,2023,1,1
2758,1115,3651341.54,2022-03-12,7216.09,Resale,2022,3,1
2759,1116,13469796.32,2020-06-04,8335.27,Sale,2020,6,2
2760,1116,14970026.08,2022-03-08,9263.63,Resale,2022,3,1
2761,1116,17100301.92,2024-06-28,10581.87,Resale,2024,6,2
2762,1117,75894642.72,2019-12-28,19723.14,Resale,2019,12,4
2763,1118,125795538.05,2018-05-28,17126.69,Sale,2018,5,2
2764,1118,142799506.85,2020-03-30,19441.73,Sale,2020,3,1
2765,1119,5153301.9,2020-11-07,9632.34,Resale,2020,11,4
2766,1119,6743284.45,2024-06-25,12604.27,Sale,2024,6,2
2767,1119,5371309.05,2019-09-02,10039.83,Resale,2019,9,3
2768,1119,7184579.2,2023-07-04,13429.12,Sale,2023,7,3
2769,1120,4695151.08,2024-05-17,9542.99,Resale,2024,5,2
2770,1121,3705133.68,2020-05-13,6054.14,Resale,2020,5,2
2771,1121,4237536.96,2020-09-05,6924.08,Sale,2020,9,3
2772,1122,5617848.32,2018-11-09,21360.64,Sale,2018,11,4
2773,1122,5235643.57,2024-03-23,19907.39,Resale,2024,3,1
2774,1123,17127393.44,2018-06-12,19596.56,Resale,2018,6,2
2775,1123,18593379.86,2022-05-31,21273.89,Sale,2022,5,2
2776,1124,25171617.78,2022-03-12,9976.86,Sale,2022,3,1
2777,1124,26639171.19,2020-08-22,10558.53,Resale,2020,8,3
2778,1124,31813213.44,2021-09-19,12609.28,Sale,2021,9,3
2779,1124,29306966.16,2022-10-01,11615.92,Sale,2022,10,4
2780,1125,58815205.02,2019-07-11,6672.93,Resale,2019,7,3
2781,1126,31989223.4,2020-11-04,8512.3,Resale,2020,11,4
2782,1126,43447064.76,2023-08-28,11561.22,Sale,2023,8,3
2783,1126,30120182.1,2019-04-11,8014.95,Sale,2019,4,2
2784,1126,44287203.24,2024-04-06,11784.78,Sale,2024,4,2
2785,1127,4660627.32,2020-03-17,7780.68,Resale,2020,3,1
2786,1127,3726534.74,2022-02-17,6221.26,Sale,2022,2,1
2787,1127,6359013.95,2023-01-26,10616.05,Sale,2023,1,1
2788,1127,4854960.89,2024-05-26,8105.11,Sale,2024,5,2
2789,1128,8117181.25,2019-07-17,6736.25,Sale,2019,7,3
2790,1128,8334249.95,2018-12-05,6916.39,Resale,2018,12,4
2791,1129,18004476.0,2023-09-23,13537.2,Resale,2023,9,3
2792,1129,12781938.4,2021-10-06,9610.48,Sale,2021,10,4
2793,1129,9369703.7,2020-09-27,7044.89,Resale,2020,9,3
2794,1129,16764051.5,2022-12-05,12604.55,Resale,2022,12,4
2795,1130,10833174.0,2021-07-19,18055.29,Resale,2021,7,3
2796,1131,8126950.56,2023-07-21,8814.48,Resale,2023,7,3
2797,1131,8562816.84,2024-04-23,9287.22,Sale,2024,4,2
2799,1131,5411476.16,2020-04-14,5869.28,Sale,2020,4,2
2800,1132,14537436.12,2021-05-18,7803.24,Sale,2021,5,2
2801,1132,10616510.43,2021-05-21,5698.61,Resale,2021,5,2
2802,1133,4314758.36,2021-12-03,8914.79,Sale,2021,12,4
2803,1133,5746299.68,2023-08-22,11872.52,Sale,2023,8,3
2804,1134,5474272.04,2021-09-15,10507.24,Resale,2021,9,3
2805,1135,27570734.51,2018-05-10,6736.07,Sale,2018,5,2
2806,1135,36450252.43,2023-02-25,8905.51,Sale,2023,2,1
2808,1136,9003297.6,2020-02-10,8525.85,Resale,2020,2,1
2809,1137,3406473.63,2023-01-21,9931.41,Resale,2023,1,1
2810,1137,3521834.82,2022-09-07,10267.74,Sale,2022,9,3
2811,1137,2376941.98,2020-11-16,6929.86,Sale,2020,11,4
2812,1138,5893670.76,2024-06-19,12620.28,Sale,2024,6,2
2813,1138,5716476.95,2022-07-25,12240.85,Resale,2022,7,3
2814,1139,126759332.64,2018-01-20,18513.12,Resale,2018,1,1
2815,1139,141088871.18,2021-08-22,20605.94,Sale,2021,8,3
2816,1139,141076135.76,2022-06-26,20604.08,Resale,2022,6,2
2817,1139,170920017.72,2020-07-22,24962.76,Resale,2020,7,3
2818,1140,109413287.32,2019-03-11,19300.28,Sale,2019,3,1
2819,1140,106804583.59,2018-10-04,18840.11,Sale,2018,10,4
2820,1140,125095725.47,2021-05-13,22066.63,Sale,2021,5,2
2821,1141,7260151.92,2023-04-26,7626.21,Resale,2023,4,2
2822,1141,6972828.8,2020-03-01,7324.4,Resale,2020,3,1
2823,1141,7019486.32,2021-02-14,7373.41,Sale,2021,2,1
2824,1141,6291549.04,2019-04-15,6608.77,Sale,2019,4,2
2825,1142,16549602.24,2023-11-19,9446.12,Sale,2023,11,4
2826,1143,65785742.19,2019-04-11,8491.77,Sale,2019,4,2
2827,1143,63221407.72,2019-09-30,8160.76,Sale,2019,9,3
2828,1143,91672187.75,2022-02-23,11833.25,Resale,2022,2,1
2829,1143,77024702.44,2021-08-07,9942.52,Sale,2021,8,3
2830,1144,2705450.1,2023-08-22,8100.15,Sale,2023,8,3
2832,1144,2857844.28,2021-08-23,8556.42,Resale,2021,8,3
2833,1145,2762387.46,2020-02-12,7737.78,Resale,2020,2,1
2834,1146,16667665.04,2022-02-22,8744.84,Resale,2022,2,1
2835,1146,12964821.66,2018-08-06,6802.11,Sale,2018,8,3
